Centro,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/distritos/Distrito/0-centro
Sur,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/distritos/Distrito/1-sur
Oeste,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/distritos/Distrito/2-oeste
Norte,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/distritos/Distrito/3-norte
Pedanías,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/distritos/Distrito/4-pedanias
