S,AC,-6.381243637382942,250,VSAP,39.46876033608727,3
S,P,-6.379595874449636,400,HM,39.46820112236665,1
S,AC,-6.382879449443155,70,VSAP,39.4702313316405,2
S,F,-6.369740115322944,125,VMCC,39.47952683217004,3
S,E,-6.383445185628567,250,VSAP,39.4709386561294,2
S,E,-6.383771681918822,250,VSAP,39.47087424186285,2
S,E,-6.383498950410148,250,VSAP,39.471151176318436,2
S,E,-6.383552217122051,250,VSAP,39.47139252966061,2
S,E,-6.383570503983789,250,VSAP,39.47146284971573,2
S,E,-6.383195763847433,250,VSAP,39.47109378861602,2
S,E,-6.383109495794389,250,VSAP,39.47096725424029,2
S,E,-6.383283866793596,250,VSAP,39.471220994861476,2
S,AC,-6.385451074114523,250,VSAP,39.47523959236175,1
S,E,-6.383271964696716,250,VMCC,39.474353979791076,2
S,F,-6.369736185570891,125,VMCC,39.4796526859164,3
S,E,-6.383015158716959,250,VMCC,39.47447576058662,2
S,E,-6.382956902096328,250,VMCC,39.47470570366719,2
S,E,-6.382706187244883,250,VMCC,39.47481996254602,2
S,E,-6.382632657524646,250,VMCC,39.47505730901677,2
S,E,-6.382404735453065,250,VMCC,39.47515577555705,1
S,E,-6.38334892784711,250,VMCC,39.473212589428684,2
S,E,-6.383423214996342,250,VMCC,39.47374253742155,2
S,E,-6.383532146878537,250,VMCC,39.473962282422974,2
S,E,-6.383324230570243,250,VMCC,39.474128766386066,2
S,E,-6.383243081947626,250,VMCC,39.473592718948076,2
S,F,-6.370005762700556,125,VMCC,39.479788514772935,3
S,E,-6.383678434015524,250,VMCC,39.47354829006722,2
S,E,-6.383499728082252,250,VMCC,39.47340688140398,2
S,AC,-6.385213640022314,250,VSAP,39.475440010272834,1
S,AC,-6.385002219971907,250,VSAP,39.47565966039145,1
S,E,-6.382119644544387,250,VMCC,39.47548916268337,1
S,E,-6.382070485647858,250,VMCC,39.47571201306986,1
S,E,-6.38182746845542,250,VMCC,39.47582545332614,1
S,E,-6.381783901095964,250,VMCC,39.47604482602806,1
S,E,-6.381757179481273,250,VMCC,39.475554866967194,1
S,E,-6.38160575182858,250,VMCC,39.47567784761558,1
S,F,-6.369815547814127,125,VMCC,39.479764659591915,3
S,E,-6.381543436198046,250,VMCC,39.476155259279594,1
S,E,-6.381499574442339,250,VMCC,39.47637318381197,1
S,E,-6.38132630469383,250,VMCC,39.47711232217492,1
S,E,-6.381368399716431,250,VMCC,39.475692948393856,1
S,E,-6.381310614585172,250,VMCC,39.47673116769821,1
S,E,-6.381272064778362,250,VMCC,39.47650697182035,1
S,E,-6.381189014963618,250,VMCC,39.47559440278253,1
S,E,-6.381112500499484,250,VMCC,39.47723704952916,1
S,E,-6.381117128089817,250,VMCC,39.476890676445926,1
S,E,-6.380928826519103,250,VMCC,39.477404525735146,1
S,F,-6.369679885952382,125,VMCC,39.479844829085756,4
S,E,-6.380974207879412,250,VMCC,39.47547956434059,1
S,E,-6.380903470792312,250,VMCC,39.47701459594091,1
S,E,-6.380773151046755,250,VMCC,39.47537314244447,1
S,E,-6.380557199541538,250,VMCC,39.47525476311545,1
S,E,-6.380487692084444,250,VMCC,39.47520815233567,1
S,E,-6.38235525525177,250,VMCC,39.47539339328004,1
